9481,-0.12,0.24,0.96,-0.92,3.48,7.77,14.57,6.60,243.37
9491,-0.12,0.24,0.96,-0.24,4.25,6.68,14.50,6.72,243.40
9501,-0.12,0.24,0.96,0.04,4.87,5.94,14.43,6.86,243.44
9511,-0.12,0.24,0.96,0.14,5.50,5.46,14.36,6.86,243.48
9521,-0.12,0.24,0.96,0.24,6.11,5.09,14.27,6.88,243.53
9531,-0.12,0.24,0.96,0.47,6.64,4.89,14.32,7.07,243.59
9541,-0.13,0.24,0.96,0.69,6.80,4.53,14.35,7.24,243.64
9551,-0.13,0.24,0.96,0.93,6.55,4.20,14.38,7.40,243.69
9561,-0.14,0.24,0.96,1.26,5.79,3.81,14.36,7.53,243.71
9571,-0.14,0.24,0.96,1.64,4.91,3.38,14.47,7.63,243.74
9581,-0.14,0.25,0.96,2.05,4.15,3.11,14.59,7.70,243.77
9591,-0.14,0.25,0.95,2.34,3.55,2.81,14.68,7.81,243.80
9601,-0.14,0.25,0.95,2.29,2.96,2.52,14.75,7.91,243.82
9611,-0.14,0.25,0.95,2.16,2.48,2.36,14.81,8.01,243.84
9621,-0.14,0.25,0.95,2.13,1.97,2.39,14.81,8.12,243.86
9631,-0.14,0.25,0.95,2.17,1.46,2.61,14.73,8.15,243.88
9641,-0.15,0.25,0.94,2.25,1.19,2.89,14.84,8.22,243.93
9651,-0.14,0.25,0.94,2.21,1.22,3.40,14.93,8.11,244.00
9661,-0.14,0.25,0.94,2.04,1.26,3.66,15.06,8.08,244.06
9671,-0.14,0.25,0.94,1.81,1.47,3.73,15.08,7.98,244.11
9681,-0.14,0.25,0.95,1.90,1.43,3.67,15.10,7.87,244.14
9691,-0.13,0.25,0.95,2.05,1.04,3.45,15.03,7.82,244.15
9701,-0.14,0.24,0.95,2.46,0.46,3.32,14.96,7.82,244.16
9711,-0.14,0.24,0.95,2.61,-0.25,3.11,14.89,7.84,244.16
9721,-0.14,0.24,0.95,2.81,-0.93,3.13,14.82,7.81,244.17
9731,-0.14,0.24,0.95,2.85,-1.33,3.17,14.74,7.77,244.18
9741,-0.14,0.24,0.95,2.81,-0.99,2.98,14.66,7.74,244.19
9751,-0.14,0.24,0.95,2.56,-0.32,2.81,14.57,7.78,244.20
9761,-0.14,0.24,0.95,2.33,0.15,2.50,14.57,7.91,244.21
9771,-0.14,0.24,0.95,2.15,0.58,2.07,14.47,7.94,244.21
9781,-0.14,0.24,0.95,1.92,0.82,1.83,14.54,7.86,244.23
9791,-0.14,0.25,0.95,1.66,0.64,1.56,14.66,7.85,244.25
9801,-0.14,0.25,0.95,1.42,0.53,1.48,14.60,7.94,244.25
9811,-0.14,0.25,0.95,1.54,0.70,1.39,14.72,7.91,244.28
9821,-0.14,0.25,0.95,1.76,1.00,1.17,14.73,8.04,244.28
9831,-0.14,0.25,0.95,2.11,1.36,0.98,14.79,8.18,244.30
9841,-0.14,0.25,0.95,2.27,1.79,0.77,14.73,8.28,244.29
9851,-0.14,0.25,0.95,2.34,2.14,0.50,14.85,8.38,244.31
9861,-0.15,0.25,0.95,2.28,2.47,0.43,14.89,8.52,244.32
9871,-0.15,0.25,0.94,2.00,2.78,0.56,14.99,8.63,244.36
9881,-0.15,0.25,0.94,2.05,2.91,0.50,14.90,8.67,244.35
9891,-0.15,0.25,0.95,2.47,3.05,0.36,14.84,8.66,244.34
9901,-0.15,0.25,0.95,3.10,3.11,0.24,14.99,8.63,244.36
9911,-0.15,0.25,0.95,3.87,2.85,0.01,14.97,8.59,244.34
9921,-0.15,0.25,0.95,4.54,2.53,-0.20,15.12,8.68,244.35
9931,-0.15,0.25,0.95,5.01,2.16,-0.39,15.23,8.59,244.35
9941,-0.15,0.25,0.95,5.42,2.25,-0.52,15.24,8.53,244.33
9951,-0.14,0.25,0.95,5.86,2.70,-0.78,15.23,8.50,244.32
9961,-0.15,0.25,0.95,6.43,2.80,-1.21,15.35,8.65,244.30
9971,-0.15,0.26,0.95,7.01,2.62,-1.45,15.56,8.65,244.30
9981,-0.15,0.26,0.94,7.22,2.81,-1.56,15.60,8.80,244.29
9991,-0.15,0.26,0.94,7.19,3.61,-1.35,15.78,8.90,244.32
10001,-0.15,0.26,0.94,7.05,4.41,-0.81,15.89,8.86,244.36
10011,-0.15,0.26,0.94,7.20,4.98,-0.39,15.91,8.83,244.38
10021,-0.15,0.26,0.95,7.41,5.28,-0.13,15.94,8.80,244.40
10031,-0.14,0.27,0.95,7.82,5.14,-0.03,16.08,8.73,244.42
10041,-0.14,0.27,0.95,8.61,4.93,-0.18,16.28,8.70,244.44
10051,-0.15,0.28,0.95,9.70,4.35,-0.49,16.53,8.71,244.44
10061,-0.15,0.28,0.95,10.72,3.75,-0.78,16.61,8.81,244.42
10071,-0.15,0.28,0.95,11.68,3.50,-0.80,16.65,8.88,244.40
10081,-0.15,0.28,0.95,12.24,3.58,-0.56,16.87,8.99,244.42
10091,-0.16,0.28,0.94,12.35,3.38,-0.07,17.01,9.13,244.45
10101,-0.16,0.28,0.94,12.48,3.30,0.45,17.04,9.13,244.47
10111,-0.16,0.28,0.94,12.46,3.53,1.19,17.28,9.16,244.54
10121,-0.15,0.29,0.94,12.50,3.56,1.87,17.46,9.07,244.60
10131,-0.15,0.29,0.94,12.51,4.07,2.01,17.65,9.02,244.65
10141,-0.15,0.29,0.93,12.05,4.63,1.90,17.87,9.08,244.71
10151,-0.15,0.29,0.93,11.59,4.88,1.96,17.94,9.24,244.74
10161,-0.16,0.30,0.93,11.14,4.96,2.24,18.16,9.29,244.81
10171,-0.16,0.30,0.94,11.12,4.53,2.39,18.16,9.28,244.83
10181,-0.15,0.30,0.94,11.27,4.02,2.55,18.28,9.18,244.86
10191,-0.15,0.30,0.94,11.28,3.84,2.40,18.29,9.19,244.87
10201,-0.15,0.30,0.94,11.05,3.80,2.29,18.43,9.11,244.91
10211,-0.15,0.30,0.94,10.49,3.81,2.26,18.58,9.04,244.95
10221,-0.16,0.31,0.94,9.67,4.05,2.40,18.63,9.19,244.99
10231,-0.16,0.31,0.94,9.02,4.36,2.61,18.61,9.18,245.03
10241,-0.15,0.31,0.94,8.36,5.05,2.81,18.61,9.16,245.08
10251,-0.15,0.31,0.94,7.97,5.64,2.84,18.58,9.20,245.12
10261,-0.16,0.31,0.94,8.00,6.17,3.12,18.64,9.38,245.18
10271,-0.16,0.31,0.94,8.07,6.59,3.37,18.64,9.50,245.23
10281,-0.16,0.31,0.94,8.27,6.86,3.61,18.74,9.68,245.30
10291,-0.16,0.31,0.94,8.29,7.19,3.84,18.95,9.74,245.39
10301,-0.17,0.31,0.93,7.95,8.11,4.08,18.99,9.94,245.47
10311,-0.17,0.31,0.93,7.55,9.16,4.51,19.11,10.15,245.59
10321,-0.17,0.31,0.93,7.35,9.99,4.68,19.08,10.26,245.66
10331,-0.17,0.32,0.94,7.43,10.52,4.68,19.09,10.30,245.74
10341,-0.18,0.32,0.94,8.06,10.50,4.08,19.30,10.45,245.80
10351,-0.18,0.32,0.95,8.90,10.43,3.55,19.37,10.45,245.84
10361,-0.18,0.33,0.95,9.96,10.15,3.05,19.59,10.62,245.89
10371,-0.19,0.34,0.95,11.06,9.84,2.64,19.85,10.74,245.95
10381,-0.19,0.34,0.95,12.14,9.69,2.22,20.08,10.92,246.00
10391,-0.20,0.34,0.96,12.97,9.33,1.82,20.20,11.10,246.02
10401,-0.21,0.35,0.97,13.56,8.63,1.91,20.35,11.26,246.06
10411,-0.21,0.35,0.98,14.07,7.71,2.15,20.41,11.27,246.08
10421,-0.21,0.35,0.99,15.21,6.81,1.93,20.50,11.27,246.08
10431,-0.21,0.35,1.01,16.59,6.14,1.85,20.63,11.25,246.09
10441,-0.21,0.35,1.03,18.64,5.34,1.37,20.80,11.23,246.07
10451,-0.21,0.36,1.05,21.10,5.48,0.87,21.02,11.24,246.06
10461,-0.20,0.35,1.08,24.20,6.40,0.21,21.30,11.28,246.06
10471,-0.20,0.35,1.10,27.99,8.13,-0.42,21.64,11.38,246.07
10481,-0.20,0.35,1.11,32.78,10.90,-0.85,22.08,11.55,246.11
10491,-0.19,0.35,1.12,37.39,14.06,-1.18,22.56,11.76,246.17
10501,-0.19,0.35,1.12,41.57,18.07,-1.65,23.07,12.03,246.25
10511,-0.19,0.36,1.12,45.34,22.19,-1.58,23.62,12.32,246.38
10521,-0.18,0.36,1.13,49.08,26.36,-1.29,24.22,12.65,246.54
10531,-0.17,0.36,1.13,53.25,30.95,-0.92,24.88,13.03,246.74
10541,-0.17,0.36,1.13,57.43,35.24,-0.99,25.60,13.44,246.94
10551,-0.17,0.36,1.13,62.15,38.43,-1.70,26.36,13.86,247.11
10561,-0.17,0.37,1.13,66.95,40.84,-2.27,27.19,14.27,247.28
10571,-0.17,0.37,1.11,72.09,42.88,-2.48,28.08,14.68,247.47
10581,-0.18,0.38,1.10,76.72,44.80,-2.68,29.01,15.09,247.68
10591,-0.18,0.39,1.07,81.05,47.35,-3.06,29.99,15.55,247.91
10601,-0.18,0.40,1.05,84.37,50.14,-3.58,30.96,16.04,248.16
10611,-0.18,0.41,1.03,87.54,52.87,-3.95,31.97,16.54,248.44
10621,-0.19,0.41,1.01,90.26,55.27,-4.38,32.98,17.07,248.72
10631,-0.20,0.42,0.99,93.25,56.78,-4.42,34.04,17.57,249.02
10641,-0.21,0.42,0.97,96.04,58.59,-4.57,35.13,18.09,249.34
10651,-0.21,0.43,0.94,98.40,60.64,-4.82,36.25,18.63,249.69
10661,-0.22,0.44,0.93,100.58,63.11,-5.02,37.38,19.21,250.07
10671,-0.23,0.45,0.91,102.82,65.65,-5.11,38.56,19.79,250.49
10681,-0.24,0.47,0.88,105.30,68.09,-4.96,39.79,20.38,250.95
10691,-0.25,0.47,0.86,107.54,71.50,-5.03,41.06,21.02,251.46
10701,-0.27,0.49,0.83,109.58,75.26,-4.86,42.37,21.69,252.04
10711,-0.27,0.49,0.81,110.96,80.17,-4.84,43.71,22.42,252.71
10721,-0.28,0.50,0.78,112.01,83.76,-4.78,45.06,23.10,253.38
10731,-0.29,0.52,0.75,113.42,87.73,-5.04,46.48,23.80,254.12
10741,-0.30,0.53,0.72,114.85,91.63,-5.22,47.97,24.49,254.91
10751,-0.31,0.54,0.68,116.72,95.85,-5.19,49.51,25.34,255.78
10761,-0.33,0.55,0.65,117.78,99.49,-4.58,51.06,26.17,256.70
10771,-0.34,0.56,0.62,118.16,104.44,-4.13,52.84,26.90,257.82
10781,-0.35,0.57,0.57,117.78,106.50,-3.90,54.56,27.63,258.88
10791,-0.36,0.58,0.53,116.54,108.99,-3.38,56.29,28.33,260.03
10801,-0.37,0.59,0.50,115.18,109.65,-2.86,57.99,28.98,261.14
10811,-0.38,0.61,0.46,114.42,107.49,-2.17,59.68,29.50,262.16
10821,-0.38,0.61,0.44,113.62,104.25,-1.84,61.33,29.95,263.12
10831,-0.39,0.63,0.41,113.05,98.55,-2.21,62.91,30.35,263.92
10841,-0.41,0.63,0.38,112.51,92.68,-2.25,64.46,30.74,264.67
10851,-0.43,0.65,0.35,112.08,86.37,-1.31,65.99,31.00,265.38
10861,-0.44,0.66,0.32,110.99,81.88,-0.26,67.51,31.26,266.13
10871,-0.45,0.66,0.31,109.32,77.69,0.39,68.94,31.54,266.84
10881,-0.47,0.67,0.29,108.42,73.97,1.12,70.42,31.78,267.54
10891,-0.48,0.68,0.28,107.36,71.10,2.18,71.82,32.02,268.24
10901,-0.49,0.69,0.27,107.12,67.16,3.16,73.25,32.20,268.87
10911,-0.50,0.70,0.25,107.46,64.09,4.42,74.75,32.31,269.53
10921,-0.50,0.72,0.22,107.86,61.89,5.90,76.29,32.33,270.23
10931,-0.49,0.73,0.18,108.33,61.16,7.04,77.87,32.34,270.98
10941,-0.49,0.74,0.14,107.93,61.01,7.38,79.42,32.37,271.76
10951,-0.49,0.75,0.09,107.46,61.26,7.37,80.97,32.40,272.56
10961,-0.49,0.76,0.04,105.94,62.25,7.66,82.50,32.41,273.40
10971,-0.49,0.77,-0.02,103.73,62.52,8.11,83.96,32.38,274.22
10981,-0.48,0.78,-0.08,100.78,62.85,8.86,85.36,32.32,275.04
10991,-0.47,0.79,-0.13,97.50,62.39,9.39,86.70,32.23,275.82
11001,-0.45,0.80,-0.19,93.40,58.82,8.93,87.86,32.16,276.41
11011,-0.44,0.80,-0.24,89.27,53.65,8.03,88.90,32.11,276.86
11021,-0.44,0.80,-0.28,84.50,45.65,6.90,89.75,32.07,277.08
11031,-0.44,0.81,-0.32,79.24,37.46,5.90,90.47,32.04,277.19
11041,-0.44,0.81,-0.36,72.87,29.38,5.09,91.03,32.01,277.21
11051,-0.44,0.81,-0.38,65.90,22.25,4.45,91.48,31.98,277.19
11061,-0.45,0.82,-0.40,57.66,15.70,4.36,91.76,31.94,277.12
11071,-0.45,0.82,-0.41,49.25,10.52,4.63,91.96,31.87,277.06
11081,-0.45,0.82,-0.41,39.99,6.31,4.90,92.03,31.80,276.99
11091,-0.44,0.82,-0.40,30.91,3.23,4.75,92.02,31.73,276.93
11101,-0.43,0.83,-0.38,21.53,1.41,4.40,91.92,31.68,276.91
11111,-0.43,0.83,-0.36,13.00,0.65,4.09,91.79,31.62,276.94
11121,-0.43,0.83,-0.33,5.19,0.47,3.61,91.63,31.57,276.98
11131,-0.44,0.83,-0.31,-1.88,0.39,3.28,91.42,31.53,277.04
11141,-0.45,0.83,-0.28,-8.57,0.01,3.07,91.16,31.50,277.07
11151,-0.46,0.83,-0.26,-14.63,0.07,3.26,90.87,31.45,277.12
11161,-0.46,0.83,-0.23,-19.87,-0.04,3.61,90.56,31.38,277.17
11171,-0.47,0.83,-0.21,-24.03,-0.19,3.63,90.24,31.35,277.21
11181,-0.48,0.83,-0.20,-27.02,-0.12,3.80,89.95,31.31,277.26
11191,-0.48,0.83,-0.20,-29.27,0.17,4.12,89.68,31.26,277.33
11201,-0.48,0.83,-0.21,-31.80,1.88,4.32,89.41,31.20,277.48
11211,-0.48,0.83,-0.23,-34.88,3.91,4.33,89.12,31.15,277.68
11221,-0.47,0.82,-0.25,-38.54,5.86,4.01,88.77,31.12,277.89
11231,-0.46,0.82,-0.26,-43.57,7.54,3.44,88.32,31.10,278.11
11241,-0.46,0.82,-0.27,-48.82,8.31,2.92,87.80,31.08,278.30
11251,-0.46,0.81,-0.26,-54.37,6.87,2.46,87.14,31.07,278.36
11261,-0.46,0.81,-0.25,-59.33,4.02,2.00,86.41,31.06,278.33
11271,-0.46,0.80,-0.22,-64.14,-2.14,1.66,85.51,31.05,278.07
11281,-0.47,0.79,-0.19,-67.95,-10.53,1.44,84.51,31.04,277.60
11291,-0.47,0.78,-0.16,-70.35,-20.39,2.08,83.45,30.96,276.96
11301,-0.48,0.77,-0.14,-72.00,-29.07,2.91,82.38,30.85,276.28
11311,-0.47,0.77,-0.13,-74.26,-35.06,3.71,81.31,30.70,275.67
11321,-0.46,0.77,-0.12,-77.38,-38.26,4.43,80.22,30.54,275.15
11331,-0.45,0.76,-0.12,-82.11,-38.04,5.09,79.10,30.40,274.79
11341,-0.44,0.76,-0.12,-88.06,-35.94,5.77,77.94,30.25,274.55
11351,-0.42,0.75,-0.10,-95.53,-33.31,5.59,76.66,30.13,274.35
11361,-0.41,0.75,-0.07,-102.66,-31.45,5.03,75.31,30.01,274.14
11371,-0.41,0.74,-0.02,-108.32,-33.12,3.86,73.79,29.80,273.70
11381,-0.40,0.73,0.03,-111.96,-36.68,2.74,72.18,29.59,273.10
11391,-0.40,0.72,0.09,-114.13,-43.61,1.85,70.48,29.38,272.28
11401,-0.40,0.70,0.14,-115.13,-51.67,1.38,68.75,29.08,271.33
11411,-0.41,0.69,0.19,-115.94,-59.19,1.57,67.01,28.73,270.35
11421,-0.41,0.68,0.23,-116.69,-65.49,2.06,65.28,28.34,269.37
11431,-0.41,0.66,0.27,-118.36,-68.85,3.54,63.56,27.92,268.53
11441,-0.41,0.66,0.31,-120.67,-70.51,5.58,61.84,27.45,267.79
11451,-0.41,0.65,0.34,-123.36,-69.53,7.29,60.14,26.99,267.17
11461,-0.39,0.65,0.38,-125.51,-66.96,8.50,58.50,26.55,266.67
11471,-0.38,0.64,0.41,-126.67,-62.38,8.29,56.94,26.21,266.26
11481,-0.37,0.63,0.45,-127.86,-59.45,7.36,55.34,25.89,265.80
11491,-0.38,0.62,0.50,-128.32,-61.86,7.20,53.68,25.41,265.16
11501,-0.38,0.60,0.55,-127.88,-67.36,8.11,52.03,24.78,264.41
11511,-0.38,0.59,0.59,-126.45,-77.86,10.48,50.36,23.86,263.48
11521,-0.37,0.58,0.63,-124.89,-88.61,13.01,48.71,22.80,262.52
11531,-0.35,0.58,0.66,-122.65,-98.63,14.56,47.13,21.68,261.52
11541,-0.34,0.57,0.69,-120.00,-106.41,15.36,45.61,20.56,260.56
11551,-0.32,0.57,0.71,-118.23,-109.65,16.52,44.15,19.51,259.77
11561,-0.31,0.56,0.73,-117.68,-110.47,17.81,42.69,18.50,259.08
11571,-0.30,0.55,0.74,-118.28,-108.75,19.06,41.23,17.55,258.53
11581,-0.28,0.54,0.76,-120.25,-105.47,20.02,39.73,16.64,258.06
11591,-0.26,0.52,0.79,-122.14,-102.54,21.02,38.23,15.74,257.65
11601,-0.24,0.51,0.84,-123.01,-102.82,21.42,36.76,14.73,257.16
11611,-0.22,0.50,0.87,-122.77,-104.99,21.38,35.33,13.64,256.62
11621,-0.19,0.49,0.90,-121.36,-108.81,20.25,33.96,12.46,256.01
11631,-0.17,0.48,0.93,-119.70,-113.19,18.51,32.61,11.25,255.36
11641,-0.17,0.47,0.97,-117.78,-116.29,16.71,31.31,10.07,254.73
11651,-0.16,0.47,1.00,-115.10,-117.85,15.96,30.08,8.91,254.19
11661,-0.15,0.46,1.03,-110.80,-116.49,16.25,28.99,7.81,253.77
11671,-0.14,0.46,1.04,-106.12,-112.24,16.62,27.99,6.84,253.46
11681,-0.12,0.45,1.06,-101.15,-103.99,16.86,27.07,6.07,253.28
11691,-0.11,0.45,1.09,-95.96,-93.69,16.91,26.21,5.50,253.19
11701,-0.11,0.44,1.11,-89.47,-81.02,16.99,25.47,5.12,253.20
11711,-0.09,0.44,1.13,-83.81,-69.01,16.18,24.78,4.81,253.22
11721,-0.07,0.43,1.15,-77.91,-58.32,15.62,24.14,4.57,253.27
11731,-0.06,0.42,1.17,-71.73,-49.86,14.77,23.58,4.32,253.31
11741,-0.05,0.42,1.18,-64.76,-43.60,13.28,23.13,4.05,253.29
11751,-0.05,0.42,1.19,-57.69,-38.51,11.42,22.74,3.82,253.25
11761,-0.05,0.42,1.19,-49.94,-33.92,9.29,22.45,3.62,253.19
11771,-0.05,0.42,1.19,-42.40,-29.14,7.38,22.23,3.50,253.15
11781,-0.06,0.43,1.17,-34.93,-22.95,5.60,22.18,3.63,253.14
11791,-0.07,0.43,1.15,-28.57,-16.29,4.05,22.12,3.85,253.16
11801,-0.07,0.43,1.13,-23.25,-8.93,3.16,22.21,4.04,253.24
11811,-0.08,0.43,1.11,-19.10,-2.12,2.67,22.21,4.38,253.34
11821,-0.08,0.43,1.09,-15.79,3.30,2.57,22.24,4.71,253.46
11831,-0.09,0.43,1.07,-12.79,7.16,2.59,22.25,5.02,253.57
11841,-0.09,0.43,1.06,-9.79,9.22,2.45,22.37,5.24,253.66
11851,-0.09,0.42,1.05,-6.88,10.23,2.19,22.49,5.29,253.73
11861,-0.10,0.43,1.04,-3.81,10.72,1.56,22.68,5.45,253.78
11871,-0.10,0.42,1.03,-0.75,10.99,0.54,22.85,5.68,253.80
11881,-0.11,0.42,1.01,2.05,11.12,-0.46,22.97,5.91,253.81
11891,-0.11,0.42,1.00,4.45,11.39,-1.13,23.20,6.12,253.83
11901,-0.11,0.41,0.98,5.90,11.76,-1.29,23.36,6.35,253.87
11911,-0.11,0.41,0.98,6.62,12.40,-1.20,23.37,6.45,253.91
11921,-0.11,0.41,0.98,7.34,12.92,-1.41,23.38,6.53,253.94
11931,-0.11,0.40,0.99,8.57,12.56,-1.82,23.42,6.62,253.94
11941,-0.11,0.39,1.01,9.86,11.87,-1.95,23.47,6.68,253.94
11951,-0.11,0.39,1.02,11.91,10.51,-1.87,23.57,6.69,253.94
11961,-0.11,0.39,1.04,14.13,9.69,-1.70,23.71,6.71,253.94
11971,-0.10,0.40,1.06,16.78,10.20,-1.67,23.90,6.76,253.97
11981,-0.10,0.41,1.07,19.78,11.29,-1.99,24.14,6.85,253.99
11991,-0.10,0.41,1.09,23.20,13.23,-2.37,24.42,7.01,254.03
12001,-0.10,0.41,1.10,26.68,15.32,-2.50,24.74,7.20,254.09
12011,-0.10,0.41,1.11,30.50,17.37,-2.73,25.11,7.39,254.15
12021,-0.10,0.41,1.13,34.47,18.91,-3.17,25.53,7.59,254.20
12031,-0.10,0.41,1.15,39.21,20.29,-3.95,26.02,7.80,254.24
12041,-0.09,0.41,1.16,44.24,21.00,-4.76,26.58,8.01,254.26
12051,-0.10,0.41,1.17,50.67,21.48,-5.63,27.25,8.21,254.27
12061,-0.10,0.41,1.17,57.12,22.01,-6.52,27.99,8.44,254.28
12071,-0.10,0.42,1.16,63.72,23.63,-7.42,28.80,8.71,254.31
12081,-0.10,0.42,1.16,69.26,26.38,-8.00,29.64,9.05,254.39
12091,-0.11,0.43,1.15,74.43,29.75,-8.60,30.51,9.43,254.50
12101,-0.11,0.44,1.14,79.45,33.82,-9.04,31.44,9.88,254.65
12111,-0.11,0.44,1.14,84.93,37.04,-9.77,32.45,10.32,254.80
12121,-0.11,0.45,1.13,90.47,39.45,-10.51,33.52,10.76,254.94
12131,-0.11,0.46,1.10,96.26,42.17,-11.32,34.66,11.23,255.10
12141,-0.12,0.47,1.08,101.72,45.18,-12.22,35.85,11.73,255.29
12151,-0.13,0.48,1.05,106.95,49.71,-13.20,37.10,12.34,255.54
12161,-0.13,0.49,1.03,111.93,53.65,-14.15,38.39,12.96,255.81
12171,-0.14,0.51,0.99,117.28,57.14,-15.14,39.77,13.56,256.10
12181,-0.15,0.51,0.94,121.77,60.69,-16.01,41.17,14.21,256.43
12191,-0.16,0.53,0.89,125.02,64.41,-16.81,42.57,14.87,256.80
12201,-0.17,0.54,0.85,127.46,68.86,-17.28,43.98,15.59,257.25
12211,-0.18,0.55,0.81,129.00,72.13,-16.97,45.39,16.27,257.74
12221,-0.20,0.56,0.76,130.49,75.00,-16.39,46.96,17.05,258.30
12231,-0.21,0.56,0.73,130.77,77.03,-16.03,48.36,17.69,258.83
